review_type,sort_type,writing_date,star_rating,comment,upvote,downvote,site
netizen,like,2019.05.30. 15:37,별점(10점 만점 중)7,15믿고 중고딩자녀랑 같이보러가면 다소민망하고 낭패볼수도있습니다 참고하시고 19가 맞는듯 영화소재나 내용은만족합니다,"2,196",215,naver
netizen,like,2019.05.30. 15:16,별점(10점 만점 중)10,"이렇게 알기 쉬우면서 이렇게 잔혹한 우화도 없었던것같다. 다들 불편해서 안하려고 밀어둔 이야기를 굳이 들려주는데 후련하게 풀어주지도않는다. 근질근질하게,더 불편하게 만든다. 수석처럼 터억 안긴다.","1,974",78,naver
netizen,like,2019.06.01. 01:13,별점(10점 만점 중)10,"수없이 내려가야 하는 계단, 집에서 제일 올라가 있는것은 변기","1,919",39,naver
netizen,like,2019.05.31. 12:35,별점(10점 만점 중)10,영화보고 집 와서 짜파구리 끓여 먹는데 갑자기 씁쓸 ...한우가 없다,"1,920",66,naver
netizen,like,2019.05.30. 12:41,별점(10점 만점 중)10,채플린이 그랬지 .. 인생은 멀리서 보면 희극 가까이서 보면 비극이라고..,"1,881",107,naver
netizen,like,2019.05.30. 13:13,별점(10점 만점 중)8,한번쯤은 나프탈렌 냄새로 사람을 차별해본 기억을 살아나게 해준 영화.계획대로 되지 않아 막 사는 것은 가난한 사람들의 사고방식 그리고 그것이 후대까지 이어져오며 가난은 계속되고 반지하를 빠져나오지못함 그리고 이게 현실너무 현실적이라 별 하나 뺌,"1,894",135,naver
netizen,like,2019.05.30. 20:23,별점(10점 만점 중)10,"계획없이 살게된 기성세대와 계획만 세우는 자식세대. 고급주택과 반지하, 지하실로 대변되는 사회상. 누군가 깔깔깔 웃는 동안, 누군가 꺼이꺼이 울고 있다.","1,787",83,naver
netizen,like,2019.05.30. 12:37,별점(10점 만점 중)7,잘 만든 영화인건 맞고 큰상도 받아서 의미도 있지만.. 나처럼 이 영화가 안맞는 분들이 있을듯... 마음이 불편해지는 영화,"1,953",253,naver
netizen,like,2019.05.30. 12:33,별점(10점 만점 중)10,시간 가는 줄 모르고 보았으나 영화가 끝나자마자 느껴지는 씁쓸함,"1,606",70,naver
netizen,like,2019.05.31. 01:39,별점(10점 만점 중)10,똥물이 넘치는 변기에 앉아서 담배를 태우는 박소담. 영원히 잊지 못할 장면. 최고다.,"1,585",63,naver
netizen,like,2019.05.30. 09:33,별점(10점 만점 중)10,결국은 우리 모두가 기생충 계획은 한번도 성공한적이 없고 될데로 되라 우발적 감정적으로 대처.결말은 항상 좋지 않고 그 책임은 대를 이어 넘겨지지...,"1,646",139,naver
netizen,like,2019.05.30. 22:57,별점(10점 만점 중)10,"이선균이 코 찡그리는 그 장면, 그 이후 상황. 역린을 건드린 듯 처절했다. 그 순간 송강호의 표정이 잊혀지질 않는다.","1,530",47,naver
netizen,like,2019.05.30. 12:03,별점(10점 만점 중)10,묘한 기분이다... 어느삶도 행복해보이지 않는다,"1,533",72,naver
netizen,like,2019.05.30. 17:50,별점(10점 만점 중)10,부모님이랑 보러 가지 마세요.,"1,508",79,naver
netizen,like,2019.05.30. 22:46,별점(10점 만점 중)10,가난의 냄새가 너무 서글프다.,"1,288",32,naver
netizen,like,2019.05.30. 09:34,별점(10점 만점 중)10,나는 이 영화에 몇 번이고 내 자신을 투영한 내가 미웠다. 그의 상상력에 감탄만 나온다.,"1,324",115,naver
netizen,like,2019.05.30. 09:19,별점(10점 만점 중)10,영화보는내내 집중할수밖에없네요~최고!.칸 대상감 맞습니다!,"1,353",192,naver
netizen,like,2019.05.30. 14:46,별점(10점 만점 중)9,오랜만에 혼자가서 본 영화 부자와 거지를 이중적으로 그려놓았지만 결국 모두가 이기적이고 절대 선은 없다는것을 느꼈습니다. 근데 얘들 데리고 보는건 비추천합니다. 보는 내내 이게 왜 15세관람영화인지 모르겠네요 19세로 봐도 무방합니다,"1,223",100,naver
netizen,like,2019.05.31. 01:23,별점(10점 만점 중)10,이정은 배우의 기괴한 연기가  꽤 여운이 길구려.,"1,147",30,naver
netizen,like,2019.05.31. 17:52,별점(10점 만점 중)8,가정부아줌마 비오는날 얼굴다쳐서 왔는데 나중에 얘기해준다해놓고 말안해줌..고짓말쟁이,"1,201",102,naver
netizen,like,2019.05.30. 13:22,별점(10점 만점 중)10,우와.. 영화 보고 오만가지 생각이 다 들거라고 하시더니.. 진짜 오만가지 생각이 다 든다,"1,140",47,naver
netizen,like,2019.05.30. 14:39,별점(10점 만점 중)10,충격받았음.. 내용이 너무 신선했고 .. 절대 웃긴 씬이 아닌데 웃는 몇몇 관객한테도 충격받았음..ㅋㅋ,"1,271",213,naver
netizen,like,2019.05.31. 13:38,별점(10점 만점 중)6,부자들이 가난 팔아 받은 상,"1,402",351,naver
netizen,like,2019.05.30. 20:21,별점(10점 만점 중)10,내가 다 비참해지는 영화,"1,038",41,naver
netizen,like,2019.05.31. 00:46,별점(10점 만점 중)10,당신도 사람을 냄새로 판단했던 적이 있을것이다.,998,38,naver
netizen,like,2019.06.01. 03:48,별점(10점 만점 중)8,"설국열차에서 하층민이 선을 넘을수 있다는 희망을 보여줬다면, 기생충에서는 하층민이 선을 넘은 댓가를 보여준다",975,43,naver
netizen,like,2019.05.30. 09:07,별점(10점 만점 중)10,헐리웃 체계로 가는 한국영화 산업의 좋은 본보기,"1,106",187,naver
netizen,like,2019.05.30. 21:28,별점(10점 만점 중)9,영화 등급 잘못나온듯 청소년이 보기에 적절하지 않습니다 ..,991,88,naver
netizen,like,2019.05.30. 13:44,별점(10점 만점 중)10,그놈의 대왕 카스테라!,897,40,naver
netizen,like,2019.05.30. 09:29,별점(10점 만점 중)10,서로의 선을 넘지 않으려던 두 남자. 그러나 그 선을 누가 먼저 넘기려 했는지는 아무도 계획하지 않았을 것이다.,935,99,naver
netizen,like,2019.05.30. 10:51,별점(10점 만점 중)10,의사같지않은 의사 경찰같지않은 경찰눌러붙은 기생충들,859,73,naver
netizen,like,2019.05.30. 12:32,별점(10점 만점 중)10,지금 우리들의 자화상을 블랙코미디로 승화시킨 슬픈 걸작이다.우리가 어떻게 사는게 잘 사는 것일까?돈이 많은 사람들과 가진거 하나 없는 가난한 사람들에게 바치는 봉준호표 이솝우화.,816,56,naver
netizen,like,2019.05.30. 09:08,별점(10점 만점 중)10,ㅠㅠ 촤고 말이필요없는영화,963,206,naver
netizen,like,2019.05.30. 17:17,별점(10점 만점 중)10,처음엔 웃으면서 보다가 뒤로 갈 수록 웃을 수 없었던,774,27,naver
netizen,like,2019.05.31. 08:02,별점(10점 만점 중)9,가난한 반지하의 냄새는 지울 수 없고 그 냄새를 혐오하는 부자들의 태도는 감출 수 없다,782,35,naver
netizen,like,2019.05.31. 01:55,별점(10점 만점 중)10,이정은님의 여우조연상을 위하여!,763,31,naver
netizen,like,2019.05.30. 15:20,별점(10점 만점 중)9,2시간이 넘는 러닝타임이 금방 가요. 근데 15세 안돼~ 19세는 되야돼요.,788,68,naver
netizen,like,2019.05.30. 19:35,별점(10점 만점 중)9,선을 긋고 싶은 자들과 선을 넘고 싶은 자들이 만들어낸 희비극,748,29,naver
netizen,like,2019.05.31. 00:35,별점(10점 만점 중)10,영화관에 초딩들 들여보내지마세요 ㅠㅠ 옆옆자리 초딩이 보던데..15세도 후한데 그것보다 어리면 안될거같아요,743,29,naver
netizen,like,2019.05.30. 23:03,별점(10점 만점 중)10,초청되어 기립 박수 친 사람들은 다 부자일텐데. 공감보다 주위 사람 조심할 듯,742,34,naver
netizen,like,2019.05.30. 18:29,별점(10점 만점 중)8,이 영화를 만든 봉감독의 의도가 궁금하다. 도대체 관객에게 무엇을 전달하려 했던걸까? 현실에 대한 씁쓸함은 있지만 깨달음은 없다(적어도 나에게는),839,183,naver
netizen,like,2019.05.30. 20:11,별점(10점 만점 중)10,"장혜진(송강호 부인), 이정은(전 가정부) 배우님들 연기도 너무 좋았습니다!",682,33,naver
netizen,like,2019.05.30. 18:58,별점(10점 만점 중)10,내리는 비를 바라보며 운치를 느끼는 사람과 그 비를 온몸으로 발로 쓸어가는 사람. 그 사이의 괴리. 무겁다. 장르는 가족극? 아니 봉준호.,676,37,naver
netizen,like,2019.05.30. 14:34,별점(10점 만점 중)6,그냥 저냥 볼만한데 보고나면 기분이 별로 안좋아짐,768,133,naver
netizen,like,2019.05.30. 20:50,별점(10점 만점 중)8,이게 15세 이라고? ? 우리나라 심의 기준은 알다가도 모르겠구나,658,42,naver
netizen,like,2019.05.30. 18:54,별점(10점 만점 중)10,조여정 하드캐리한 부분 꽤있었음. 그 아줌마역도.,631,31,naver
netizen,like,2019.05.30. 13:19,별점(10점 만점 중)6,압도적인 스토리에 감탄하며 나왔으나 곰씹어볼수록 결국엔 송강호 가족 (사회적 약자)을 이용해 봉준호가 무슨 말을 하고 싶었는지 궁금하다.  살려고 아등바등 노력해도 결국엔 기생충이 될 수밖에 없는 사회적 약자의 삶. 씁쓸하다.,711,112,naver
netizen,like,2019.05.31. 01:04,별점(10점 만점 중)4,지독하게 불편하고 괴롭다.  하루를 망쳐버리기에 딱인 영화. 뛰어난 작품이고 잘 만든 영화인건 분명하지만....두번 다신 보고 싶지않다,746,157,naver
netizen,like,2019.05.30. 12:51,별점(10점 만점 중)8,참으로 시의적절하다.,630,50,naver
netizen,like,2019.05.30. 09:16,별점(10점 만점 중)10,정말 최고의 영화!! 역대급,748,171,naver
netizen,like,2019.05.31. 21:45,별점(10점 만점 중)1,아.. 돈벌려고 19금 안한건가이게 어떻게 15세냐... 진짜 등급 좀제대로 매기삼,704,148,naver
netizen,like,2019.05.30. 13:22,별점(10점 만점 중)10,이게다 이영ㄷ 피디 때문이다,595,55,naver
netizen,like,2019.05.30. 23:09,별점(10점 만점 중)8,똥물이 나오는 변기와 비에젖지않는 텐트의 대기. 지하철서 나는 냄새. 영화 내내 저런집에서 살고 싶다는 욕망이 관객인 나도 치밀어올라서.  너무 비극적이고 불쾌했어요. 별두개 뺀것은 그냥 기분이 나빠져서 개취로 뺀거고. 영화  자체로는 흠잡을데 없어요,601,69,naver
netizen,like,2019.05.30. 23:40,별점(10점 만점 중)1,"가난하면 반지하에서 사는가? 가난한 사람들은 꼭 운전기사,가정부여야 하는가? 가난하면 무계획으로 살고, 냄새나는사람인가?글쎄 그건 봉준호 기준인거같다. 하루하루 열심히 사는 사람들이 이런 영화를 보고 자괴감이 들까봐 내가 다 조마조마했다.","1,314",790,naver
netizen,like,2019.05.30. 16:50,별점(10점 만점 중)10,영화에서 19세 냄새가 나는데왜 15세일까요. 그거 빼곤 대작 확실합니다.,529,48,naver
netizen,like,2019.05.30. 17:34,별점(10점 만점 중)10,"슬프고 현실적인 호러. 영화 내내 흥미롭고 충격적이었던 한편, 마음 한켠은 무겁고 씁쓸했다. 그리고 웅장함. 다혜와의 과외에서 나온 pretend라는 단어가 기억에 남는다. 살기 위해 무언가로 살아가는 삶.",498,26,naver
netizen,like,2019.05.31. 21:23,별점(10점 만점 중)10,청소년이 보기엔 적절하진않은데 쾌락의 장면과 그걸 숨죽이고 살떨리게 지켜봐야하고 소리를들어야만 하룻밤을 무사히 넘길수있는 모순이 씁쓸하게한다 민망한 장면이라고 저평받을 장면은 결코 아니다,490,36,naver
netizen,like,2019.05.30. 22:46,별점(10점 만점 중)10,"촌철살인. 정말 문학작품 하나 읽는 느낌이었다. 줄글을 그대로 영상으로 옮겨놓은 듯한. 은유, 함축, 상징, 다채롭게 다양한 것을 버무려 담아낸 아이러니하고도 씁쓸한, 그러면서 시리게도 날카롭고 솔직한 영화.",477,26,naver
netizen,like,2019.05.30. 09:07,별점(10점 만점 중)10,믿고보는 송강호ㅎㅎㅎㅎ,616,172,naver
netizen,like,2019.05.30. 09:18,별점(10점 만점 중)10,40년 영화광이었던 전세계 장단편 영화를 봐왔던 나에게 크나큰 지적 빅뱅을 안겨주었다. 그어떤 깐느 황금종려상 아카데미상을 휩쓴 영화들 보다 여러분을 환상의 세계로 끌고 들어갈것이다.말로 형용하기가 어렵다 정말.,630,201,naver
netizen,like,2019.05.30. 22:09,별점(10점 만점 중)6,보고 나오니까 너무 불쾌해...,481,53,naver
netizen,like,2019.06.01. 02:07,별점(10점 만점 중)10,영화중 술먹고 도망칠때 계단을 내려갈때 가장 높은곳에서 점점점점 내려가는 연출 개인적으로 맘에 너무듬 ㅎ 그가족에게 현실을 직감해주게 하는 그런 느낌이였음,430,23,naver
netizen,like,2019.05.30. 09:17,별점(10점 만점 중)10,내인생  최고의 영화였다.소름돋는다,543,139,naver
netizen,like,2019.05.30. 23:57,별점(10점 만점 중)2,마음이 어렵다. 좋은 평이 많은데 안보는게 좋았지 싶다.,517,116,naver
netizen,like,2019.05.30. 16:45,별점(10점 만점 중)10,자꾸 내 몸 어딘가에서 냄새가 나는 것만 같다..,419,29,naver
netizen,like,2019.05.30. 18:21,별점(10점 만점 중)10,초반: 이게 황금종려상? 중반부터 걸작의 방식은 이런거구나 하면서 보게 된다.자막없이 자국의 언어로 이런 영화적 즐거움과 고양감을 느끼게 해준 영화'기생충'관계자들한테 경의를 표한다.,434,44,naver
netizen,like,2019.05.30. 10:55,별점(10점 만점 중)9,소름이 돋는다 수상의 이유를 의문없게 만든다,413,50,naver
netizen,like,2019.05.31. 15:44,별점(10점 만점 중)10,흙수저 출신인 내가 보기엔 너무 사실적이라 불편한 영화.,390,28,naver
netizen,like,2019.05.30. 09:19,별점(10점 만점 중)10,봉준호의 연출과 송강호의 연기다. 더 이상 말이 필요 없다!,465,117,naver
netizen,like,2019.06.01. 04:49,별점(10점 만점 중)10,돈이 다리미지 돈 있는것들은 구김살이 없어  이 대사 넘 공감한다 서민들만 주름살 늘어나지 외모로나 마음으로나,365,18,naver
netizen,like,2019.05.30. 18:49,별점(10점 만점 중)10,결정적 스포 : 송강호가 살인의 추억을 갖고 올드 보이가 된다.,434,93,naver
netizen,like,2019.05.31. 00:28,별점(10점 만점 중)2,야한장면에 잔인한 장면이 고스란히 나오는걸 15세관람가라니 제정신인가,491,164,naver
netizen,like,2019.05.30. 20:07,별점(10점 만점 중)10,가난은 바닥을 기다못해 기생충처럼 살아가게 만든다 죄없는 이에게 해를 끼쳤지만 그들에겐 별다른 선택지가 없었다,382,56,naver
netizen,like,2019.05.30. 19:45,별점(10점 만점 중)10,"한없이 직설적인데, 또 한없이 복잡한 생각을 하게 한다. 이것이 양립가능한가? 봉준호는 해낸다.",353,29,naver
netizen,like,2019.06.03. 19:28,별점(10점 만점 중)1,가난해본 적 없는 자의 가난 묘사.가난의 희화화. 가난한 사람들에 대한 감독의 편견.영화 내내 분수에 맞게 살아라 라는 표현들.기생충에서만 보여지는게 아니라서 어떤 생각을 가지고 있는지 확실히 알겠음.인터뷰 또한 힘 없는 것들에 대한 혐오를 보여줌.,461,140,naver
netizen,like,2019.05.30. 12:42,별점(10점 만점 중)10,영화보고 나와 집까지 걸어가면서 새삼 주위를 다시 한 번 살펴보게 하는 영화네요.,345,27,naver
netizen,like,2019.05.30. 19:49,별점(10점 만점 중)1,사기는 지들이  쳐놓고 사회에 불만 가지는 영화,499,185,naver
netizen,like,2019.05.30. 15:48,별점(10점 만점 중)2,부모님이랑 같이 보지 마요..,481,169,naver
netizen,like,2019.05.31. 00:38,별점(10점 만점 중)10,조여정이연기를 잘하시더라구요,343,33,naver
netizen,like,2019.05.30. 17:48,별점(10점 만점 중)10,제목을 어쩜 이렇게 환상적으로 지었어.,313,28,naver
netizen,like,2019.05.30. 17:20,별점(10점 만점 중)10,아 가슴이 먹먹하다. 나는 위로 갈 것인가 여기에 머물 것인가. 그게 내 의지만으로 되는 것인가,305,23,naver
netizen,like,2019.05.30. 14:50,별점(10점 만점 중)10,"웃음은 쓰디 쓰고, 분노는 악랄하며, 슬픔은 처참하다. 역사상 최초로 광대없는 희극과 악인없는 비극이다. 영화를 보고 나온 후에도 내 뇌리에서 장면 장면이 잊혀지지 않고 잔상으로 남아서 공존하는 기생충같은 영화이다.",299,24,naver
netizen,like,2019.05.30. 17:35,별점(10점 만점 중)10,아무것도 보고 가지 마세요.. 포스터도.. 예고편도..,295,22,naver
netizen,like,2019.05.30. 17:44,별점(10점 만점 중)8,왜 15세지?? 너무 기준이 약한거 아닌가,313,41,naver
netizen,like,2019.05.31. 01:15,별점(10점 만점 중)10,폭우가 쏟아져서 미세먼지 하나 없이 생일파티 하기  더없이 좋은날씨가 됐구나... 누군 먼지 구덩이 강당에서 잠도 못청하는데... 하늘에서 내리는 비 조차 사람을 가려서 내리나보다.,305,34,naver
netizen,like,2019.05.31. 00:37,별점(10점 만점 중)10,여유로운 마음은 돈에서 온다. 장소가 아무리 변해도 사람들의 위치는 변하지 않는다.,288,19,naver
netizen,like,2019.06.03. 23:29,별점(10점 만점 중)2,잘사는 부잣집하나 사기꾼들이 파탄낸 영화,315,47,naver
netizen,like,2019.05.30. 09:19,별점(10점 만점 중)10,지금 평점 준다고 알바로 모는 것들은 어제 CGV 스타라이브톡한 것도 모르나 ㅉㅉ 봉준호 감독 영화답게 유쾌하고 스릴있고 공포감마저 드는 영화ㅣ,400,132,naver
netizen,like,2019.05.30. 10:44,별점(10점 만점 중)10,그저 할말을 잃었습니다. 하염없이 빠져들다 울다 웃다 리뷰남깁니다. 이런 울림이있는 영화 만드신 봉준호 감독님 너무 감사합니다. 마지막까지 자리를 못뜨는 힘을 가진 영화입니다. 감사합니다 감사합니다.,338,72,naver
netizen,like,2019.06.02. 14:03,별점(10점 만점 중)2,기생충처럼 등쳐먹고 사기치고 남에게 피해주는 행위를 가난 이라는 명분하에 면죄부를 주는 듯한 영화.. 인간의 본성? 그딴 허울로 당연하다고 치부하는 건지... 보는내내 기분 더러웠던 영화... 제일 혐오하는 인간상이 저런 기생충 같은 부류...,344,82,naver
netizen,like,2019.05.30. 18:23,별점(10점 만점 중)8,가볍게 볼 영화는 아닌거 같음. 어려움,270,17,naver
netizen,like,2019.06.02. 04:01,별점(10점 만점 중)1,봉준호도  별 다를것없는 기득권층일 뿐이었다.,350,105,naver
netizen,like,2019.05.30. 15:33,별점(10점 만점 중)9,봉준호 작품 중 가장 슬픈 영화,267,30,naver
netizen,like,2019.05.31. 19:10,별점(10점 만점 중)2,"사회의 단편적인 모습만 그려냈다. 인간의 존엄성과, 선한양심, 소중함을 배제한채... 소망을 꺼버리려는 듯이세상에 부자중 절반은 자수성가 한 사람이다. 거짓말을 해야만 살아남는 사회가 아니다. 진실과 성실은 전세계에서 통한다.",362,131,naver
netizen,like,2019.05.30. 14:31,별점(10점 만점 중)8,영화보고 나와서 토론하는거 좋아하시는분들이라면 하루 왠종일 말해도 부족할 영화입니다. 배우 연기보는걸 좋아하시는 분이라면 정말 놀라실거에요. 충격적이라는 말이 잘 어울리는 스토리였고 가능하다면 직접 보고 느껴보시길 바랍니다 정말.,260,31,naver
netizen,like,2019.05.30. 23:02,별점(10점 만점 중)10,프랑스 사람들도 대왕카스테라의 전설을 알까!  봉준호 미쳤네....,245,22,naver
netizen,like,2019.06.02. 14:04,별점(10점 만점 중)1,미성년자와 스킨쉽 하는 장면 더럽다,339,119,naver
netizen,like,2019.06.02. 06:07,별점(10점 만점 중)1,기이하고 실험적인 영화..훌륭한 영화라고 보기엔 헛점이 많고 감독이 노골적으로 자신의 메시지를 관객에게 주입시키려는 흔적이 있다..그 과정이 부자연스럽고 불쾌하다.,305,101,naver
netizen,like,2019.06.01. 17:49,별점(10점 만점 중)10,보고 나오며 너무 찝찝했다. 그 이유가 멀까 곰곰히 생각해보니.  지하철냄새나는 사람이면서  상류층시선으로 살아온 내 자신때문 아니었을까? 평생 모아도 살수없는 영화속 그런집을 꿈꾸고 부러워한 내 자신때문 아니었을까?  지하실속  나를 위해,226,24,naver
netizen,like,2019.05.30. 16:36,별점(10점 만점 중)10,난....나한테서는 어떤 냄새가 날까?,222,21,naver
netizen,like,2019.05.30. 21:17,별점(10점 만점 중)10,폭우 장면부터 소리내지 못하고 엉엉 울었다. 두 가족을 탓하기엔 그들이 처한 현실이 너무 잔인하다.,241,40,naver
netizen,like,2019.05.30. 14:43,별점(10점 만점 중)8,부자와 빈자에 대한 부조리 풍자극. 사실 대중적인 취향의 영화는 아니라고 생각한다. 인간에 대한 경멸이든 경외든 인간의 밑바닥까지 파헤친 봉감독님의 역량에 감탄할수밖에.,223,23,naver
netizen,like,2019.05.30. 17:15,별점(10점 만점 중)10,다른 삶의 토역질이 다른 한곳의 분출로 이어지는 장면.억어지로 닫고 있으려 해도 자꾸 토해내는 변기의 울분을 잊기 힘드네요~ 귀 닫고 눈 감게 하는 영화보다 더 의미 있었습니다.,224,25,naver
netizen,like,2019.05.30. 20:52,별점(10점 만점 중)8,이거 19세걸어야하는거같은데 ㅋㅋ확실히 15세는아닌거같음ㅋㅋㅋ,240,46,naver
netizen,like,2019.05.31. 17:56,별점(10점 만점 중)1,15세가 보면 절대 안되는 영화. 불필요한 욕설은 기본이고 살인에 갈등조장 게다가 에로..등등. 관람후 생긴 기분더러움.,310,117,naver
netizen,like,2019.05.30. 23:26,별점(10점 만점 중)6,"내용은 심오하고 재밌다. 근데 그 냄새에 민감한 사람들이 술판벌리고 집안에 술냄새로 가득한 방을 그냥 지나쳤을때 일맥통상이 되지 않는다고 생각하고, 빈부격차를 너무 극과 극으로 나눠 보여준것도 내 기준으로는 그저 그랬던 영화. 그렇지만 긴장감은 최고!",279,89,naver
netizen,like,2019.06.01. 02:16,별점(10점 만점 중)9,cj새끼들 관객수 늘리고 돈벌라고 15세 했구만..이건 19세 걸어야됨..근데 영화 시나리오 몰입도는 죽임..그래서 9점줌,206,18,naver
netizen,like,2019.05.30. 22:53,별점(10점 만점 중)10,그들은 내리는 비를 보며 잠이 들었지만 또 다른 그들은 비내리는 계단을 끝없이 내려갔다 마치 자신들의 위치로 다시 되돌아가는,207,21,naver
netizen,like,2019.06.04. 11:57,별점(10점 만점 중)1,내가 장담하는데 이거 상 안받았으면 대부분 쓰레기라고 욕했을 영화다 ㅉㅉ 왜 한국 영화는  늘 이렇게 잔인하고 찝찝하고 느와르적이고 이따구냐 좀 건전하면서 억지웃음 없이 깡패들 안나오고 보통사람들의 마음 따뜻해지는 그런 영화는 못만드나,367,182,naver
netizen,like,2019.05.30. 21:29,별점(10점 만점 중)8,"저마다의 수석을 지니고, 저마다의 냄새를 풍기며 '계획'을 가슴에 품고 살아가는 우리들. 흘러내리는 물은 한없이 아래로만 흐르는데 연어처럼 물살을 가로지를 수 있을까? 씁쓸한 뒷맛과 우울감이 스미는건 내가 저들 가족과 닮아서인건지.",205,21,naver
netizen,like,2019.06.02. 02:04,별점(10점 만점 중)1,19세로 올리세요 청소년이 감당하기에 힘듭니다,215,36,naver
netizen,like,2019.05.30. 23:07,별점(10점 만점 중)10,변기위에서 담배피우는 장면...,202,26,naver
netizen,like,2019.06.03. 17:39,별점(10점 만점 중)1,"멀쩡하게 잘살고 남한테 피해 안주는 부잣집을 그지새@끼들이 망쳐놓는, 그 이상 그 이하도 아닌 영화영화보다보면 제발 정체좀 밝혀지라고 마음속으로 생각하면서 보게됨. 여기서 기생충들 편드는 사람들 보면 거지근성으로 가득차있는 사람들 같음",266,95,naver
netizen,like,2019.05.30. 09:25,별점(10점 만점 중)10,난 어제 시사회가서 영화 봣는데?Lg유플러스에서 대대적으로 시사회했는데 알바타령은 ㅋㅋㅋ,252,85,naver
netizen,like,2019.05.30. 23:34,별점(10점 만점 중)10,"영화는 훌륭합니다. 감상평을 떠나 관객분들 중에 자율입장제로 초등학교 저학년 자녀들 데리고 오는 부모들이 꽤 계셨는데, 칸 수상작이라고 교육목적으로 그러는건지 모르겠으나 어린 아이들이 보기엔 수위가 쎈 장면들 많습니다.",179,14,naver
netizen,like,2019.05.30. 09:07,별점(10점 만점 중)10,밀도있는 영화!   높은 완성도 !  관람 후  드는 여러생각!,248,86,naver
netizen,like,2019.05.31. 13:42,별점(10점 만점 중)8,이 영화 보면 오히려 가난한 자의 민낯을 보여준다고 해야되나...가난 경험이 있는 사람들에겐 불편할수도,169,10,naver
netizen,like,2019.05.30. 14:37,별점(10점 만점 중)8,지루하지않고 재밌게 잘 봤어요15세관람가는 아닌듯 중고생 자녀들 보여주는것은 자제하심이..,192,36,naver
netizen,like,2019.05.30. 22:46,별점(10점 만점 중)10,상탔건 안탔건..난 원래 이런영화 광팬이다.결론이 내몫인 영화..그동안 볼게 없었는데...뭔가 책하나 잘 읽은 기분...특히나 그 아들과 조여정의 캐릭터가 맘에 듬~,181,28,naver
netizen,like,2019.06.01. 19:09,별점(10점 만점 중)1,영화 보고 기분 나쁜적은 처음임,195,45,naver
netizen,like,2019.05.31. 00:10,별점(10점 만점 중)2,절대15세 이하가 볼영화가 아니다,182,34,naver
netizen,like,2019.05.30. 12:59,별점(10점 만점 중)4,"15세영화치고 너무 가족끼리 보면 안될 것 같다..칼부림,뇌진탕 영화",243,95,naver
netizen,like,2019.05.30. 18:34,별점(10점 만점 중)10,충격 그 자체...초반에 긴장 풀어놓고 막판에 휘몰아침.,167,21,naver
netizen,like,2019.05.30. 13:18,별점(10점 만점 중)10,영화관 가서 볼만했던 영화 15세 관람가 맞나 싶기도 한데 그렇다고 청불 까지도 아니고...,178,34,naver
netizen,like,2019.05.30. 23:25,별점(10점 만점 중)10,"친구들에게 추천하고 싶지 않은 영화. 가볍게 보고 가볍게 말할 영화가 아니다. 기대를 너무 많이하고 가서 기대에 못 미칠까봐 걱정했는데, 그 이상의 충격을 받았고,, 진짜 너무 다 좋았다. 그리고 배우들 한명 한명 연기도 정말 충격적이고 소름돋았다.",155,19,naver
netizen,like,2019.06.07. 18:47,별점(10점 만점 중)1,"칸에서 상 받으려고 예술을 빙자해서 한국인 99퍼센트(부자까지 조롱했다고 치면 100퍼센트)를 시궁창 냄새나는 버러지 호구 만든건데, 대놓고 조롱받아놓고도 “불쾌했지만 의미를 곱씹게 되네요”라면서 평점 10점 몰빵하는 모습이 진정 블랙코미디 아니겠냐.",192,57,naver
netizen,like,2019.05.30. 22:04,별점(10점 만점 중)8,이거 19세로 해야하지 않나요오늘 보고 깜짝 놀랐네요..,150,17,naver
netizen,like,2019.05.30. 16:11,별점(10점 만점 중)10,"보고나니 왜 이렇게 마음이 무겁지,,,",152,20,naver
netizen,like,2019.05.30. 17:36,별점(10점 만점 중)10,내 인생이런영화는 첨인듯,151,23,naver
netizen,like,2019.05.30. 13:02,별점(10점 만점 중)9,기분 나쁜영화 하지만 수상한 이유는 있다,144,17,naver
netizen,like,2019.05.31. 20:16,별점(10점 만점 중)2,"가족끼리 볼려다가 남편하고 둘만 보길 잘 했습니다.등급 조절 필요합니다. 중, 고등학생이 보기엔 부부관계 장면 부적절합니다.",188,63,naver
netizen,like,2019.06.04. 10:02,별점(10점 만점 중)1,영화 재미있고 안재미있고를 떠나 평론가들의 가식적인 점수에1점 주고감.,159,35,naver
netizen,like,2019.06.01. 14:31,별점(10점 만점 중)6,애들 보여주지 마세요 어른 영화입니다,140,17,naver
netizen,like,2019.06.02. 14:08,별점(10점 만점 중)1,이거 왤케 재밌다고 난리임? 그냥 기분나쁘던데 미성년자랑 스킨쉽하고;;,223,100,naver
netizen,like,2019.05.31. 00:08,별점(10점 만점 중)9,포스터의 다리가 누구의 다리인지 알게되었다,137,15,naver
netizen,like,2019.05.31. 22:13,별점(10점 만점 중)10,조여정이 이렇게 연기를 잘하는줄 몰랐네요. 외모만 출중한줄  알았는데 영화를 보면서 오히려 연기력에  놀랐습니다.,131,12,naver
netizen,like,2019.06.03. 22:02,별점(10점 만점 중)1,남의 집에서 술판? 남의 집을 지집처럼 실화냐?,149,30,naver
netizen,like,2019.06.04. 10:27,별점(10점 만점 중)1,기득권층의 오만방자함 봉준호 감독에게 있어가난은 신선한 소재일뿐,154,35,naver
