review_type,sort_type,writing_date,star_rating,comment,upvote,downvote,site
viewer,like,2019.06.01. 18:05,별점(10점 만점 중)10,너무나도 아픈 직유법. 받아들이기 힘들지만 어쩌나,7,0,naver
viewer,like,2019.06.01. 17:42,별점(10점 만점 중)10,너무 현실적이라 서글픈...,7,0,naver
viewer,like,2019.06.01. 17:05,별점(10점 만점 중)10,엄청나게 찜찜한 영화입니다. 그 찜찜함이 계속 영화를 떠올리게하는군요..,7,0,naver
viewer,like,2019.07.01. 15:40,별점(10점 만점 중)7,기대를 너무 많이 한듯..,8,1,naver
viewer,like,2019.06.19. 16:58,별점(10점 만점 중)10,마음이 아프다.현실이란..,8,1,naver
viewer,like,2019.06.14. 18:16,별점(10점 만점 중)10,"상징적이면서 동시에 상징적이지 않은 영화, 봉준호 시즌2의 첫걸음.",8,1,naver
viewer,like,2019.06.12. 20:37,별점(10점 만점 중)9,이게 왜 15세야? 아무리 요즘 애들이 빨라도 그렇지..심의...,8,1,naver
viewer,like,2019.06.09. 19:38,별점(10점 만점 중)9,기분 나쁜 영화였습니...,8,1,naver
viewer,like,2019.06.05. 14:35,별점(10점 만점 중)6,보고나서 어딘지 모르게 답답한 느낌을 받은 건.. 지극히 주관적인 내 견해일 뿐임..,8,1,naver
viewer,like,2019.06.04. 08:15,별점(10점 만점 중)7,마냥 재밌다고 할 수 없는 영화,8,1,naver
viewer,like,2019.06.02. 21:04,별점(10점 만점 중)7,욕 너무 나와서 듣기 싫었음~완전 맨탈저질 맛이간 가족 이야기.기분 나뻐진 영화.재미는있어요.,8,1,naver
viewer,like,2019.06.01. 19:50,별점(10점 만점 중)10,"시간 가는줄 모르고 영화를 봤고, 보는 내내 기생충이라는 영화제목이 정말 딱이라는 생각을 했다.",8,1,naver
viewer,like,2019.06.30. 18:14,별점(10점 만점 중)10,아직 안본 사람은 걍 극장을 안가는 사람이지,9,2,naver
viewer,like,2019.06.06. 21:18,별점(10점 만점 중)4,올라가고 내려가고 난근데 별로,9,2,naver
viewer,like,2019.06.12. 20:31,별점(10점 만점 중)7,아 너무 찝찝하다 정말....,10,3,naver
viewer,like,2019.06.10. 18:03,별점(10점 만점 중)9,또 보고싶지는 않지만 진짜 한번은 봐야하는 영화,10,3,naver
viewer,like,2019.06.05. 18:02,별점(10점 만점 중)8,기대를 너무 많이했나???,10,3,naver
viewer,like,2019.06.03. 22:39,별점(10점 만점 중)6,작품성과 예술성을 떠나서 기분이 별로 좋지 않았다.,10,3,naver
viewer,like,2019.06.17. 16:39,별점(10점 만점 중)3,"그냥,,별로..재밌는지모르겠네요",11,4,naver
viewer,like,2019.06.08. 04:15,별점(10점 만점 중)6,"기대가 컷나보다 많은 것을 생각하게 하기보다 그냥 좀 불편한 영화임, 베드(쇼파)신도 구리고 집에 외부인이 들어와 사는 설정도 신선하진 않으니까",11,4,naver
viewer,like,2019.06.07. 17:04,별점(10점 만점 중)6,그저그런데... 뭐가 재미있다는건지,11,4,naver
viewer,like,2019.06.10. 17:08,별점(10점 만점 중)6,대한민국을 잘못소개한 영화 ~기분 영 안좋은 영화입니다.,13,6,naver
viewer,like,2019.06.05. 19:14,별점(10점 만점 중)6,초반은 블랙코미디로 보고 있었는데 잘 모르겠어...재미도 감동도 없다면 영화를 왜 봐야하지라는 생각,13,6,naver
viewer,like,2019.06.12. 11:10,별점(10점 만점 중)6,거품좀꼇다~!!@#,14,7,naver
viewer,like,2021.04.18. 15:11,별점(10점 만점 중)10,재밌어요!1,24,17,naver
viewer,like,2019.06.06. 11:01,별점(10점 만점 중)1,1위 영화라 기대를하고 본탓인가. 영화에 너무 빈틈이 많았고 불필요한 장면 또한 나온다. 현실성있는 영화라 하는데.. 부자들은 너무 멍청하고 못된 인물로 나오고 가난한사람들은 착하고 양심있는 인물로 나온다. 오히려 현실성 너무 없는 영화라 본다,56,49,naver
viewer,like,2024.04.05. 18:08,별점(10점 만점 중)10,한국에서 이런 영화가 나올 수 있다는 것에 감사,6,0,naver
viewer,like,2019.07.21. 11:31,별점(10점 만점 중)8,뒤로 갈수록 충격적임.,6,0,naver
viewer,like,2019.06.01. 02:15,별점(10점 만점 중)8,생각이많아지다폭발했다,6,0,naver
viewer,like,2019.06.01. 01:28,별점(10점 만점 중)10,잘 만든 영화. 씁쓸한결말.,6,0,naver
viewer,like,2019.05.31. 23:57,별점(10점 만점 중)10,부엌 지하실로 갈 때... 엄청난 공포를 느꼈어요...,6,0,naver
viewer,like,2019.08.31. 09:39,별점(10점 만점 중)8,돈없음  개 z o t  같은  세상,7,1,naver
viewer,like,2019.07.13. 12:38,별점(10점 만점 중)8,생각보단  좀  별로다...,7,1,naver
viewer,like,2019.05.30. 15:58,별점(10점 만점 중)10,"비에 젖지 않는 고급 장난감 텐트와, 비에 젖다 못해 잠겨버리는 반지하 가구","29,884","1,551",naver
viewer,like,2019.05.30. 12:25,별점(10점 만점 중)10,최근 본 영화중 가장 충격적이었음... 근데 보니까 15세말고 19세 걸어야될것같던데..,"19,407","1,655",naver
viewer,like,2019.05.30. 14:41,별점(10점 만점 중)10,"지하철이라는 단어가 언급되는 순간, 대다수의 관객은 자신이 어디에 이입할 지를 안다.","18,117","1,149",naver
viewer,like,2019.05.30. 16:28,별점(10점 만점 중)10,전 가정부가 집 벨 누를 때 부터 이 영화는 장르가 바뀐다... 역대급 꿀잼영화,"17,678",962,naver
viewer,like,2019.05.30. 15:13,별점(10점 만점 중)10,황금종려상 수상작을 자막 없이 볼 수 있다는 것 자체로 좋다.,"16,695",824,naver
viewer,like,2019.05.31. 01:41,별점(10점 만점 중)9,반지하가 제일 아래인줄 알았다. 내려가보니 지하도 있었다.,"13,556",316,naver
viewer,like,2019.05.30. 10:50,별점(10점 만점 중)8,뭔가 모를 불쾌한 영화였다. 영화가 불쾌하다는게 아니라 보는 내내 가슴에 뭔가 영화에서 나오는 수석이 얹혀져있는 영화다.,"12,635",741,naver
viewer,like,2019.05.30. 12:05,별점(10점 만점 중)10,"누군가의 냄새를 맡고, 평가하고, 묘사할 수 있는 것 또한 권력. 냄새로 서로를 알아보고 경계하고 구분짓는 동물들의 세계와 우리 사회는 참 닮아있다.","11,547",506,naver
viewer,like,2019.05.30. 15:01,별점(10점 만점 중)10,박서준이 잘못했네ㅋㅋㅋㅋ,"11,280",463,naver
viewer,like,2019.06.01. 00:59,별점(10점 만점 중)10,봉테일이 간과한 것 - 납골당은 눈높이에 있는 곳이 가장 비쌉니다. 죽음에도 빈부격차가 있어요.,"10,955",463,naver
viewer,latest,2024.11.16. 02:24,별점(10점 만점 중)10,기생충영화PARASITE2019,0,0,naver
viewer,latest,2024.07.08. 16:02,별점(10점 만점 중)10,영화보면서 재밌게 관람했어요.,1,0,naver
viewer,latest,2024.06.16. 21:52,별점(10점 만점 중)10,재미이이게세 봐스습니다니다ㅏ,1,0,naver
viewer,latest,2024.05.05. 20:34,별점(10점 만점 중)8,좋았어요~ 추천합니다,1,0,naver
viewer,latest,2024.04.23. 22:23,별점(10점 만점 중)10,보고 또 봐도 너무나 좋습니다..ㅠㅠ,1,0,naver
viewer,latest,2024.04.12. 12:24,별점(10점 만점 중)10,굿.굿.굿.굿.굿.,1,0,naver
viewer,latest,2024.04.03. 19:36,별점(10점 만점 중)4,잘봤습니다잘봤습니다,2,9,naver
viewer,latest,2024.03.21. 14:12,별점(10점 만점 중)9,몇년 후 다시 봐도 재밌는...,3,1,naver
viewer,latest,2024.03.02. 11:37,별점(10점 만점 중)10,빈부격차라는 무거운주제를 이렇게 블랙코미디로 풀어낸 능력이 대단하고 영화가 끝난뒤에도 길게 여운이 남는다,6,1,naver
viewer,latest,2024.02.29. 09:30,별점(10점 만점 중)10,다시 봐도 놀라운 영화.,3,0,naver
viewer,latest,2024.02.27. 23:54,별점(10점 만점 중)9,올드보이 이 후 최고의 한국 영화,1,0,naver
viewer,latest,2024.02.26. 12:16,별점(10점 만점 중)10,이해하기 쉬운 연출이 좋았음,1,0,naver
viewer,latest,2024.02.25. 11:10,별점(10점 만점 중)10,제대로 된 마스터피스!,1,0,naver
viewer,latest,2023.12.03. 22:11,별점(10점 만점 중)10,여러번 봐도 재미있네요.봉준호 최고,5,0,naver
viewer,latest,2023.09.03. 11:54,별점(10점 만점 중)10,와우 재밌어요 추천합니다. 굿굿,5,3,naver
viewer,latest,2023.06.26. 13:40,별점(10점 만점 중)10,수직 수평 영화를 다른 시각에서 보기 시작하게 해준 영화,7,5,naver
viewer,latest,2023.03.23. 13:41,별점(10점 만점 중)10,아주 좋아요 추천합니다,7,7,naver
viewer,latest,2020.10.11. 23:43,별점(10점 만점 중)6,결말이 아쉽습니다초반부터 중반까지는 흥미로움,63,321,naver
viewer,latest,2020.06.02. 07:14,별점(10점 만점 중)1,"영화를 보고 처음엔 현실을 보여줘서 배울 점이 많다고 생각했습니다. 1년을 생각했습니다. 이 영화는 밑에 있는 사람들에게 선.넘.지.마.라. 개.돼.지야. 기.생.충아 , 그럼 굶어 죽진않게 해줄께. 입니다. 봉준호감독님의 내면에 사람을 무시하는 본성을 잘...",138,738,naver
viewer,latest,2020.05.25. 00:32,별점(10점 만점 중)10,색을 빼니 스토리가 더 잘 보인다.,13,27,naver
viewer,latest,2020.03.14. 17:16,별점(10점 만점 중)10,엄마가 생전 첨 극장에서 영화를 보고 싶다고 하신게 이 기생충 때문입니다. 보고 나셔서 엄마는 큰 동감을 하시더라구요.,34,33,naver
viewer,latest,2020.03.11. 20:26,별점(10점 만점 중)10,모든게 최고였다,14,11,naver
viewer,latest,2020.03.11. 17:38,별점(10점 만점 중)10,최고의 영화 입니다. 안 보신분 꼭 보세요^^완전 꿀잼~~~,10,13,naver
viewer,latest,2020.03.08. 08:49,별점(10점 만점 중)9,후반부가 충격적이었던 영화 ㅎ,13,9,naver
viewer,latest,2020.03.07. 14:43,별점(10점 만점 중)8,굿,6,8,naver
viewer,latest,2020.03.06. 15:37,별점(10점 만점 중)10,두말 필요 있나요,6,11,naver
viewer,latest,2020.03.06. 00:12,별점(10점 만점 중)9,재밌었어요~,4,9,naver
viewer,latest,2020.03.05. 18:53,별점(10점 만점 중)10,제목이 기생충인 이유가 있었네ㅋㅋ기생충이라길래 연가시같은 영화일줄알고 안보고있었는데보길잘했다ㅎㅎ 간쫄리면서 봤어여 개꿀잼,11,8,naver
viewer,latest,2020.03.04. 00:05,별점(10점 만점 중)8,"재밌는 영화, 많은 평론가들이 찾아 놓은 숨겨진 의미를 발견하지 않아도 충분히 재밌는 영화였다",7,8,naver
viewer,latest,2020.03.03. 14:43,별점(10점 만점 중)9,너무 많이 기대했고 그 기대만큼 연출과 연기로 완벽하게 만들었다.하지만 심장이 움직이지 않는다.,8,19,naver
viewer,latest,2020.03.01. 17:56,별점(10점 만점 중)8,흐음,3,11,naver
viewer,latest,2020.03.01. 09:52,별점(10점 만점 중)8,세번 봤는데 볼때마다 재밌고 신선하다.,11,13,naver
viewer,latest,2020.03.01. 09:43,별점(10점 만점 중)7,초중반까지 재밌었는데 중반이후 지루하고 마무리는 그냥 대충해버리는 느낌.,15,33,naver
viewer,latest,2020.02.28. 23:48,별점(10점 만점 중)10,"진짜 감동적이고, 마음이 너무 슬펐다. 빈익빈부익부를 몸에 와닿게 시각적으로 본 영화인거 같다. 그들도 모두도 살아가기 위해서 어쩔 수 없었다는 것을. 아주 조금은 이해할 수 있었다.",8,26,naver
viewer,latest,2020.02.27. 11:07,별점(10점 만점 중)10,영화보는 내내 잘 만들었다라는 생각이 가득함,12,18,naver
viewer,latest,2020.02.27. 01:14,별점(10점 만점 중)10,재개봉햐 다시 보니.. 역시 명작이다~,8,19,naver
viewer,latest,2020.02.26. 23:54,별점(10점 만점 중)9,좀더 나이제한을 높이면 완벽할듯,13,10,naver
viewer,latest,2020.02.26. 16:38,별점(10점 만점 중)10,두번보는데 참 잘만들었네요,8,13,naver
viewer,latest,2020.02.26. 15:01,별점(10점 만점 중)10,두번째 봐썽요 존잼띠,6,14,naver
viewer,latest,2020.02.26. 11:14,별점(10점 만점 중)10,기택네 가족이 폭우 속에 계단을 내려오는 장면에서 나온 ost를 듣고 아.. 이래서 명작이라고 하는거구나 하는 느낌이 팍 들었다,9,17,naver
viewer,latest,2020.02.25. 18:39,별점(10점 만점 중)10,지겹고 뻔한 레파토리를 벗어던지고 생각을 많이 하게 만들어주는 영화,12,16,naver
viewer,latest,2020.02.25. 18:05,별점(10점 만점 중)10,역시 봉테일 조여정 배우 연기 좋았습니다,11,14,naver
viewer,latest,2020.02.24. 14:13,별점(10점 만점 중)10,평점 냠냠,6,12,naver
viewer,latest,2020.02.24. 10:41,별점(10점 만점 중)10,개꿀잼꼭 보세여,8,14,naver
viewer,latest,2020.02.23. 22:57,별점(10점 만점 중)10,사회 곳곳에 녹아있는 현실에 대한 반영이 연출에 잘 되어있음,5,13,naver
viewer,latest,2020.02.23. 21:00,별점(10점 만점 중)8,채미있게 잘 보았습니다,4,13,naver
viewer,latest,2020.02.23. 12:44,별점(10점 만점 중)10,이 시대에 태어나 이런 영화를 볼 수 있다는게 너무 좋아요.,10,12,naver
viewer,latest,2020.02.23. 06:12,별점(10점 만점 중)8,해석이 궁금해지는 영화였다. 연출등에 있어서 섬세하고 아주예민하게 신경쓴 만든이의 의도가 드러난다.흑백판도 곧 개봉한다고 하는데 또 다른 매력이 있을것같다.,6,9,naver
viewer,latest,2020.02.22. 02:19,별점(10점 만점 중)8,보고나면 말로 설명 안되는 혼란함과 고요함이,7,11,naver
viewer,latest,2020.02.22. 00:50,별점(10점 만점 중)9,두 시간이 넘는 러닝 타임 내내 집중해서 볼 수 있는 몇 안되는 영화,12,14,naver
viewer,latest,2020.02.21. 19:27,별점(10점 만점 중)10,3번 봤어요. 4번 볼 의향 있구요♡ 난해하지 않아 외려 좋았습니다,8,12,naver
viewer,latest,2020.02.21. 15:57,별점(10점 만점 중)9,지하실의 문을 열다.,5,10,naver
viewer,latest,2020.02.20. 21:09,별점(10점 만점 중)10,우리 여기...잘 어울리는가.,9,8,naver
viewer,latest,2020.02.20. 17:07,별점(10점 만점 중)9,부자와 가난한 자의 대립,5,11,naver
viewer,latest,2020.02.20. 00:37,별점(10점 만점 중)10,"글쎄요... 어떻게 표현을 해야할지 모르겠어요. 함께 본 친구들은 나오면서 다들 너무 충격적이라고 말을 하더라고요. 저 역시도 상당히 충격적이었어요. 어떻게 사회를 그렇게 잘 반영했고, 그 좁은 스크린 안에서 많은 것들을 명료하게 표현을 했는지 ...",11,17,naver
viewer,latest,2020.02.19. 23:54,별점(10점 만점 중)9,재밌었어요 늦게봐서미리 알던 내용이 많게 되어 기대했던만큼이 아니었지만 기대치가 너무너무 높았던듯 합니다.,3,8,naver
viewer,latest,2020.02.19. 15:05,별점(10점 만점 중)10,역시 믿고보는 영화입니다,5,6,naver
viewer,latest,2020.02.19. 13:03,별점(10점 만점 중)10,많은 생각이 드는 하루였습니다.,8,6,naver
viewer,latest,2020.02.19. 09:47,별점(10점 만점 중)8,초반엔 웃음코드인가 싶었던 게 뒤에 가서 보니 웃을 일이 아니었다. 배경을 입체적으로 표현해서 주제를 강화시키는 모습이 인상적이었다.,8,3,naver
viewer,latest,2020.02.18. 22:18,별점(10점 만점 중)9,스토리 배우들의 연기 잘봤습니다,6,2,naver
viewer,latest,2020.02.18. 22:03,별점(10점 만점 중)10,ㄹㅈㄷ,6,3,naver
viewer,latest,2020.02.18. 21:45,별점(10점 만점 중)10,내 꿈을 자극시켜준 영화.,4,3,naver
viewer,latest,2020.02.18. 21:01,별점(10점 만점 중)8,시간가는줄 모르고 봤다. 재밌다. 보기드문 꽉찬영화. 러닝타임이 더 길었어도 좋았을듯.,9,4,naver
viewer,latest,2020.02.18. 18:37,별점(10점 만점 중)10,되새겨볼수록 인상깊은 영화였다,7,3,naver
viewer,latest,2020.02.18. 17:18,별점(10점 만점 중)10,아늑한 영화관 너무 좋았습니다자주 이용할게요!,5,3,naver
viewer,latest,2020.02.18. 14:20,별점(10점 만점 중)10,군더더기 없는 영상 진행.뛰어난 OST.,7,4,naver
viewer,latest,2020.02.18. 08:28,별점(10점 만점 중)2,"너무 과한 표현이, 오히려 지루햇음.",38,35,naver
viewer,latest,2020.02.18. 01:00,별점(10점 만점 중)10,현대사회의 경제적 불평등을 세 가족을 통해서 신랄하게 표현한 영화,6,11,naver
viewer,latest,2020.02.17. 22:52,별점(10점 만점 중)9,영화 끝날 때쯤 관객들 다 같이 작은 탄식 하~,3,4,naver
viewer,latest,2020.02.17. 21:55,별점(10점 만점 중)10,이 시대 최고의 영화. 봉준호 감독의 예리한 통찰력이 다시한번 사회를 조명한다,8,8,naver
viewer,latest,2020.02.17. 21:46,별점(10점 만점 중)10,재밋엇습니다. 재빗어요,8,5,naver
viewer,latest,2020.02.17. 17:43,별점(10점 만점 중)9,상 받고 한 번 더 봤어요.. 다시 봐도 명작이네요,12,7,naver
viewer,latest,2020.02.17. 16:44,별점(10점 만점 중)10,뭔가 심오한 인간관계의 이해가 얽힌 그 무언가 잘살아야겠다는 생각이 들게끔 만든영화.,4,4,naver
viewer,latest,2020.02.17. 16:25,별점(10점 만점 중)8,보는 즐거움에선 그리 큰 재미가 있는 영화는 아니었지만 긴장감이  고조된 상태로 영화가 쭉 이어지는 느낌이어서 보는 내내 긴장감이 있었습니다. 영화가 끝난 후에도 많은 생각을 하게 많드는 여운이 있는 작품입니다.,7,2,naver
viewer,latest,2020.02.17. 16:09,별점(10점 만점 중)10,가족끼리 보고왔는데 너무 충격받고왓습니다.많은걸 느끼고온 영화네요,6,5,naver
viewer,latest,2020.02.17. 15:54,별점(10점 만점 중)10,너무 현실같아서 불쾌했다,10,4,naver
viewer,latest,2020.02.17. 15:44,별점(10점 만점 중)10,예술이다 진짜류다가 ㅠㅠ,6,9,naver
viewer,latest,2020.02.17. 10:37,별점(10점 만점 중)8,부모님 보여드렸습니다. 큰 감동은 없고 보통이라고 하십니다.,15,13,naver
viewer,latest,2020.02.17. 09:03,별점(10점 만점 중)9,생각보다 재미도 있네요. 세련된 느낌의 영화였습니다.,11,9,naver
viewer,latest,2020.02.17. 08:26,별점(10점 만점 중)10,뒤 늦게 봤는데 몰입도가 장난 아니네요~정말 재밌어요~한번 보고 이틀뒤 또 한번 더 봤습니다.역시 최고 입니다~,8,3,naver
viewer,latest,2020.02.17. 06:16,별점(10점 만점 중)10,21세기 필수 교양 영화 중에 하나로 세계 영화사에 남을 영화,13,8,naver
viewer,latest,2020.02.17. 00:24,별점(10점 만점 중)10,몰입도 최고!,5,3,naver
viewer,latest,2020.02.17. 00:12,별점(10점 만점 중)10,많은 생각을 하게 하는 영화 입니다. 재밌었어요~~,6,4,naver
viewer,latest,2020.02.16. 23:53,별점(10점 만점 중)8,깐느면깐느 오스카면오스카 영화를 몰라서 그런지 그렇게 메스컴과 매체에서 회자되는만큼 감동을 못느끼는 나는?,12,13,naver
viewer,latest,2020.02.16. 23:17,별점(10점 만점 중)9,상 받은 기념으로 보고왔습니다~ 조금 징그럽긴 한데 잘봤습니다,4,4,naver
viewer,latest,2020.02.16. 20:25,별점(10점 만점 중)8,어머니 보시라고 예매해드렸는데 내용은 재미있게 보고오셨다네요,6,6,naver
viewer,latest,2020.02.16. 19:40,별점(10점 만점 중)10,답답한 곳에 가기 힘들어서 미루고 미루다 뒤늦게 봤는데 몰입감 땜에    두시간이 금방 지나갔어요,6,6,naver
viewer,latest,2020.02.16. 19:40,별점(10점 만점 중)9,두번째 관람후기 봉테일의 선 해석...진짜 연출을 뒤집어 놓으심,8,8,naver
viewer,latest,2020.02.16. 19:09,별점(10점 만점 중)10,자본주의 시대에 빈부격차를 보면서 그냥 태어난 주어진 현실에 순응하고 열심히 사는것이 답인거 같다. 뱁새가 황새 따라가려다간끝이 좋지 않은것 같다.,6,10,naver
viewer,latest,2020.02.16. 18:00,별점(10점 만점 중)10,한국영화중에 제일잘만든것같음,14,14,naver
viewer,latest,2020.02.16. 17:06,별점(10점 만점 중)8,내용 미리 검색안하고 봤습니다. 완전 취저네요.ㅎㅎ,4,4,naver
viewer,latest,2020.02.16. 16:50,별점(10점 만점 중)8,요즘 시대적인 반영을 너무 잘 묘사한듯 하네요. 냄새?,6,7,naver
viewer,latest,2020.02.16. 15:41,별점(10점 만점 중)10,오스카상 받고나서 다시봤는데 또 새롭네용,7,5,naver
viewer,latest,2020.02.16. 13:13,별점(10점 만점 중)8,15세이상이 볼만한 영화는 아니였음,14,8,naver
viewer,latest,2020.02.16. 12:25,별점(10점 만점 중)10,섬세한연출이 돋보인 작품,3,6,naver
viewer,latest,2020.02.16. 10:17,별점(10점 만점 중)10,자본주의 전쟁의 패배자들도 기생충이 아닌 그들과 공생할 수 있는 사회를 꿈꿔본다.,8,11,naver
viewer,latest,2020.02.16. 10:16,별점(10점 만점 중)10,"환경에 따라, 분위기에 따라 인식이 달라지는 세계반지하보다 더 지하인 세계, 그리고 그 밑의 세계를 표현한 듯한 영화",5,7,naver
viewer,latest,2020.02.15. 23:52,별점(10점 만점 중)9,복잡미묘한 기분이 든다,4,3,naver
viewer,latest,2020.02.15. 22:57,별점(10점 만점 중)8,오스카상 수상후 관람했는데 역시 상받을만하고 흥행도할만한 영화라생각됨ㆍ간만에 좋은영화를 봐 여운이길게갈듯ㆍㆍㆍ,3,7,naver
viewer,latest,2020.02.15. 22:37,별점(10점 만점 중)10,역시 봉준호 감독의 영화는 큰 울림을 주는 영화입니다. 감동입니다.,3,13,naver
viewer,latest,2020.02.15. 22:36,별점(10점 만점 중)10,재밌어요 연기력도뛰어나지만 스토리와 작품성이 가까우면서도 먼게 좋네요,3,6,naver
viewer,latest,2020.02.15. 21:25,별점(10점 만점 중)8,조커를 보는 것 처럼 엄청 긴장하면서 봐서 기빨렸네요. 부자들이 불쌍하게 느껴지는 영화.,4,12,naver
viewer,latest,2020.02.15. 21:22,별점(10점 만점 중)8,옛날.. 반지하 살때 생각나더군요비오면 특히 장마때... 밖에 물 퍼다 나르고..왜 그때 생각 나던지... 걍 쏘주한잔 왤케 생각이..,8,3,naver
viewer,latest,2020.02.15. 21:06,별점(10점 만점 중)10,스포일링 당하지 않고 오래 잘 버텼더니 기대하지 않던 부분을 볼 수 있었습니다,5,5,naver
viewer,latest,2020.02.15. 19:44,별점(10점 만점 중)10,신선하고 음침했다 수작임은 분명,5,5,naver
viewer,latest,2020.02.15. 19:28,별점(10점 만점 중)10,만약 나였다면 비염때문에 살았을텐데,2,5,naver
viewer,latest,2020.02.15. 17:13,별점(10점 만점 중)10,정말 의미있는 영화를 봤어요,5,8,naver
viewer,latest,2020.02.15. 16:55,별점(10점 만점 중)10,많은 생각을 하게 하는 영화. 배우들 연기도 굿.연출도 굿. 상 받은거 인정함.,6,6,naver
viewer,latest,2020.02.15. 16:16,별점(10점 만점 중)10,재밌게 봤습니다 끝맛이 씁쓸하네요,4,5,naver
viewer,latest,2020.02.15. 16:00,별점(10점 만점 중)10,자꾸 내려가는 삶 더이상 내려갈 곳이 없다고 생각했음에도 자꾸 지하로 바닥으로 계단아래로 내려간 삶의 냄새가 씁쓸하다,6,5,naver
viewer,latest,2020.02.15. 15:51,별점(10점 만점 중)10,"각본,감독 연출등 작품상 받기에 충분한 대한민국영화^♡^",4,5,naver
viewer,latest,2020.02.15. 14:54,별점(10점 만점 중)10,사회에 대한 인정하지 않을 수 없는 불편한 마음을 가지게 하네요~~,3,5,naver
viewer,latest,2020.02.15. 14:29,별점(10점 만점 중)10,이걸 왜 이제사 봤을까..,8,5,naver
viewer,latest,2020.02.15. 14:24,별점(10점 만점 중)10,충격적이에요..재밌어요,4,7,naver
viewer,latest,2020.02.15. 12:28,별점(10점 만점 중)10,세계 유명상 받을만하네요스토리가 탄탄하면서 음침한장면조차 음침 하지 않게 보이는~~~봉감독 팬 됐어요,6,9,naver
viewer,latest,2020.02.15. 12:09,별점(10점 만점 중)10,하고자하는말이 있어야 진짜 영화지,8,11,naver
viewer,latest,2020.02.14. 23:17,별점(10점 만점 중)8,색다르게 접근한 스토리,5,5,naver
viewer,latest,2020.02.14. 22:50,별점(10점 만점 중)10,정말 훌륭한 영화입니다 꼭 보셔야해요연출 연기 음악 모든것이 완벽하다고 생각됩니다,7,8,naver
viewer,latest,2020.02.14. 22:46,별점(10점 만점 중)10,자식을 낳지 못하는 반지하보다 아래의 삶,9,7,naver
viewer,latest,2020.02.14. 14:16,별점(10점 만점 중)10,상업적으로만 보더라도 너무 재밌어요. 그리고....집에 돌아오는 지하철 안에서 스스로 냄새가 나질 않나 신경쓰는 나 자신과 밀려오는 쓸쓸함....참 많은 생각을 하게 만드는 훌륭한 영화라고 생각합니다.,10,7,naver
viewer,latest,2020.02.13. 22:48,별점(10점 만점 중)10,처음부터 끝까지 다 재미있었습니다. 처음 개봉했을때는 영화가 우울하고 잔인한 스타일의 영화라해서 안봤는데 전 우울한거 없이 재밌게만 봤고 잔인한 부분도 생각보다 덜했습니다. 이 분 영화 본것들은 다 재밌고 잘만들었다는 생각이 강했어요. 지...,10,5,naver
viewer,latest,2020.02.13. 22:44,별점(10점 만점 중)10,최고다 ..두번 봤다. 또 새롭다,10,8,naver
viewer,latest,2020.02.13. 16:49,별점(10점 만점 중)10,기발한 아이디어와 연출이 돋보입니다.몇명의 배우는 연기력이 좀 아쉽네요.,6,9,naver
viewer,latest,2020.02.13. 14:23,별점(10점 만점 중)7,재미있었습니다~! 다시 개봉해서 좋았어요,6,6,naver
viewer,latest,2020.02.13. 09:35,별점(10점 만점 중)8,완전 꿀잼 허니잼 완벽한영화,4,10,naver
viewer,latest,2020.02.12. 22:36,별점(10점 만점 중)10,신선하고 충격적이고 정말 뭐라 표현이 안되는 영화,6,5,naver
viewer,latest,2020.02.12. 21:51,별점(10점 만점 중)10,영화 끝나고 자꾸 생각하게 되네요집에 와서도 계속 검색하고 있어요 내가 놓쳤던 부분들을씁쓸하긴 하지만 너무 좋은 영화입니다,8,7,naver
viewer,latest,2020.02.12. 21:47,별점(10점 만점 중)10,다음 스토리가 예측되는 뻔한 스토리가 아니라 재밌고 좋았습니다,8,6,naver
viewer,latest,2020.02.12. 20:59,별점(10점 만점 중)10,충격과 공포,5,4,naver
viewer,latest,2020.02.12. 20:48,별점(10점 만점 중)10,여러가지 생각을 하게 해주는 영화면서 시간지나는 줄 모르고 빨리 지나가는 영화,6,5,naver
viewer,latest,2020.02.12. 20:23,별점(10점 만점 중)10,스토리며 연출 말이 필요없는 영화다,7,4,naver
viewer,latest,2020.02.12. 10:56,별점(10점 만점 중)10,빈부의 차이를 현실감 있게 잘 보여준 거기서 일어난 우연으로 사건이전개되는 탄탄한 스토리 바탕으로넘 재미있게 봤습니다.시간이 휙 지나갔어요.마무리도 좋았습니다.한국말로 보는 아카데미4관왕의영화를 보다니 감격 그자체입니다.,6,5,naver
viewer,latest,2020.02.12. 08:57,별점(10점 만점 중)10,진실은 불편한법.불편함을 적나라하게 마주했기에 진실로 다가오는 법.,9,6,naver
viewer,latest,2020.02.11. 19:23,별점(10점 만점 중)10,"Academy is parasitic of ""Parasite"".",7,3,naver
viewer,latest,2020.02.11. 15:40,별점(10점 만점 중)9,"보는 내내 뭔지 모를 긴장감이 감돌고 진행 속도도 빠르며, 폭발력 있는 영화라 생각한다. 관객을 흡일할 만한 여러 가지 요소가 잘 녹아 있다고 생각한다.",5,5,naver
viewer,latest,2020.02.11. 07:44,별점(10점 만점 중)9,오스카 4관왕 기념으로 뒤늦게 극장에서 봄. 다 계획이 있었음. 반지하의 추억. 지하실의 공포.,3,4,naver
viewer,latest,2020.02.10. 22:00,별점(10점 만점 중)9,서로의 역할을 충실히 잘해내서 잘만들어진 작품이네요.,3,3,naver
